Unnamed: 0,ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor
15782.0,Vera (2nd)1813,Spain,43.2768158,-1.6904917,1068,Vera (2nd),1813,"['Napoleonic', 'Wellington', 'Spain', 'Spanish', 'British']",Napoleonic Wars,"United Kingdom, Spain",France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p542",,
15824.0,Vertieres1803,Haiti,19.736068,-72.2208528,1071,Vertieres,1803,"['Napoleonic', 'French']",Napoleonic Wars,Haitian Rebels,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p485",,
15834.0,Vic-de-Bigorre1814,France,43.386016,0.054424,1072,Vic-de-Bigorre,1814,"['French', 'Aire', 'Tarbes', 'French']",Napoleonic Wars,United Kingdom,France,,,,Land,,No,,,
15840.0,Vich1810,Spain,41.9335946,2.2418388,1072,Vich,1810,"['Napoleonic', 'French', 'Gerona', 'French', 'Spanish']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
15854.0,Vienna1809,Austria,48.2081743,16.3738189,1073,Vienna,1809,"['Napoleonic', 'Austrians', 'Vienna', 'Austrian']",Napoleonic Wars (5th Coalition),France,Habsburg Empire,,,,Land,,No,,,
15884.0,Vilafranca del Penedes1810,Spain,41.3461305,1.6957511,1075,Vilafranca del Penedes,1810,"['French', 'Spanish', 'French', 'Barcelona', 'Barcelona', 'French']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
,Villafranca1809,Spain,41.6048256,-6.8080759,"Showalter, p535",Villafranca,1809,,Napoleonic Wars (Spanish campaign),Spain,France,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p535",,
15896.0,Villafranc de Oria1813,Spain,42.9761503,-2.2420519,1075,Villafranc de Oria,1813,"['Napoleonic', 'French', 'Tolosa', 'Vitoria']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
15900.0,Villagarcia1810,Spain,38.2927074,-6.0839715,1076,Villagarcia,1810,"['Spanish', 'French', 'Morena', 'Llerena']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
15902.0,Villagarcia1812,Spain,38.292699,-6.0839715,1076,Villagarcia,1812,"['Badajoz', 'British', 'Villagarcia', 'Cotton', 'French', 'Llerena']",Napoleonic Wars,United Kingdom,France,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p539",,
15910.0,Villa Muriel1812,Spain,41.9488162,-4.5256452,1076,Villa Muriel,1812,"['Wellington', 'Venta', 'Pozo', 'French', 'Wellington']",Napoleonic Wars,France,United Kingdom,,,,Land,,No,,,
15944.0,Vimeiro1808,Portugal,39.1782666,-9.3169929,1079,Vimeiro,1808,"['Napoleonic', 'British', 'Portugal', 'French', 'Portuguese', 'British', 'French', 'British']",Napoleonic Wars,"United Kingdom, Portugal",France,,,2.0,Land,,No,"The Field and the Forge, Landers, p392",,
15962.0,Vinkovo1812,Russia,55.599648,37.2712341,1080,Vinkovo,1812,"['Napoleonic', 'Russian', 'Moscow']",Napoleonic Wars,Russia,France,,,,Land,,No,,,
15968.0,Virta bro1808,Finland,63.5911046,27.155602,1081,Virta bro,1808,"['Napoleonic', 'Russo', 'Russian', 'Finland', 'Swedish', 'Oravais', 'Swedish', 'Virta', 'Russian', 'Russians', 'Sweden']",Napoleonic Wars,Sweden,Russia,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p568",,
15976.0,Vitebsk1812,Belarus,55.1848061,30.201622,1081,Vitebsk,1812,"['Napoleonic', 'Russian', 'Russia', 'Dvina', 'Ostrowno', 'Moscow']",Napoleonic Wars,Russia,France,,,,Land,,No,,,
15982.0,Vitoria1813,Spain,42.8591656,-2.6817918,1082,Vitoria,1813,"['Napoleonic', 'Spanish', 'Wellington', 'Madrid', 'French', 'Spain']",Napoleonic Wars,"United Kingdom, Spain, Portugal",France,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
16030.0,Vyazma1812,Russia,55.2100709,34.2925905,1085,Vyazma,1812,"['Russian', 'Russian', 'Moscow', 'Prince Eugene de Beauharnais', 'Fiodoroivksoy', 'Vyazma', 'Moscow', 'Smolensk', 'French']",Napoleonic Wars,France,Russia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p529",,
16044.0,Wachau1813,Austria,48.3896089,15.4748897,1087,Wachau,1813,"['Russians', 'Wurttemberg', 'French', 'French', 'Leipzig', 'French']",Napoleonic Wars,France,Russia,,,,Land,,No,,,
16068.0,Wagram1809,Austria,48.1854498,16.4225297,1089,Wagram,1809,"['Napoleonic', 'Vienna', 'Austria']",Napoleonic Wars (5th Coalition),France,Habsburg Empire,,,4.0,Land,WAG09,No,"The Field and the Forge, Landers, p392; Dupuy and Dupuy, Encyclopedia of Military History, p756",,
16102.0,Walcheren1809,Netherlands,51.5385186,3.4498754,1091,Walcheren,1809,"['Napoleonic', 'Austria', 'British', 'Walcheren Island', 'Antwerp']",Napoleonic Wars (5th Coalition),France,United Kingdom,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p545",,
16114.0,Waltersdorf1807,Austria,47.1696,16.00911,1091,Waltersdorf,1807,"['Napoleonic', 'Eylau', 'French']",Napoleonic Wars (4th Coalition),France,Prussia,,,,Land,,No,,,
16160.0,Wartenburg1813,Germany,51.780917,12.7622395,1095,Wartenburg,1813,"['Napoleonic', 'Prussians', 'Prussian', 'Wartenburg', 'Wittenberg', 'Leipzig']",Napoleonic Wars,Prussia,France,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p273",,
16176.0,Waterloo1815,Belgium,50.6795532,4.4025266,1096,Waterloo,1815,"['Brussels', 'Dutch', 'Wellington', 'Bluchers', 'Prussians']",Napoleonic Wars,"United Kingdom, Prussia, Netherlands",France,,,4.0,Land,WAT15,No,"The Field and the Forge, Landers, p392; Dupuy and Dupuy, Encyclopedia of Military History, p769",,
16184.0,Wavre1815,Belgium,50.7158956,4.6128075,1096,Wavre,1815,"['Prussians', 'Brussels', 'Prussian', 'Grouchy']",Napoleonic Wars,Prussia,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p556",,
,Weissig1813,Germany,51.0602196,13.8797288,"Clodfelter, p164",Weissig,1813,,Napoleonic Wars (War of Liberation),France,"Prussia, Russia",,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p164",,
16228.0,Wertingen1805,Germany,48.5617904,10.6791623,1099,Wertingen,1805,"['Austrian', 'Austrian', 'French']",Napoleonic Wars (3rd Coalition),France,Habsburg Empire,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p514",,
16500.0,Yanzi1813,Spain,43.2255865,-1.7034907,1119,Yanzi,1813,"['Napoleonic', 'French', 'France', 'Yanzi', 'Spanish', 'French']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
16522.0,Yecla1813,Spain,38.6122134,-1.110112,1120,Yecla,1813,"['Napoleonic', 'French', 'Valencia', 'Spanish', 'Yecla', 'Suchets']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
16656.0,Zehdenick1806,Germany,52.9791731,13.3378948,1131,Zehdenick,1806,"['Napoleonic', 'Prussian', 'Germany', 'Jena', 'French', 'Zehdenick', 'Oranienberg', 'Potsdam']",Napoleonic Wars (4th Coalition),France,Prussia,,,,Land,,No,,,
16718.0,Znaim1809,Czechia,48.8559107,16.0542676,1135,Znaim,1809,"['Napoleonic', 'French', 'Austrians', 'French']",Napoleonic Wars (5th Coalition),France,Austria,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p546-547",,
16728.0,Zornoza1808,Spain,43.2204714,-2.7330533,1135,Zornoza,1808,"['Napoleonic', 'Spanish', 'Zornoza', 'French', 'Spanish', 'Blake', 'Valmaseda']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
